,balance_of_Token_A,balance_of_Token_B,weight_of_token_A,weight_of_token_B,swap_fee,amount_token_B,price_of_token_B,simulation,subset,run,substep,timestep,par_swap_fee
389,33.86256512,100,0.5,0.5,0,1,1,0,3,0,1,86,0.225
390,33.09352518,100,0.5,0.5,0,1,1,0,3,0,1,87,0.225
391,32.32448524,100,0.5,0.5,0,1,1,0,3,0,1,88,0.225
392,31.5554453,100,0.5,0.5,0,1,1,0,3,0,1,89,0.225
393,30.78640536,100,0.5,0.5,0,1,1,0,3,0,1,90,0.225
394,30.01736542,100,0.5,0.5,0,1,1,0,3,0,1,91,0.225
395,29.24832548,100,0.5,0.5,0,1,1,0,3,0,1,92,0.225
396,28.47928554,100,0.5,0.5,0,1,1,0,3,0,1,93,0.225
397,27.7102456,100,0.5,0.5,0,1,1,0,3,0,1,94,0.225
398,26.94120566,100,0.5,0.5,0,1,1,0,3,0,1,95,0.225
399,26.17216572,100,0.5,0.5,0,1,1,0,3,0,1,96,0.225
400,25.40312578,100,0.5,0.5,0,1,1,0,3,0,1,97,0.225
401,24.63408583,100,0.5,0.5,0,1,1,0,3,0,1,98,0.225
402,23.86504589,100,0.5,0.5,0,1,1,0,3,0,1,99,0.225
403,23.09600595,100,0.5,0.5,0,1,1,0,3,0,1,100,0.225
404,100,100,0.5,0.5,0,1,1,0,4,0,0,0,0.3
405,99.30486594,100,0.5,0.5,0,1,1,0,4,0,1,1,0.3
406,98.60973188,100,0.5,0.5,0,1,1,0,4,0,1,2,0.3
407,97.91459782,100,0.5,0.5,0,1,1,0,4,0,1,3,0.3
408,97.21946375,100,0.5,0.5,0,1,1,0,4,0,1,4,0.3
409,96.52432969,100,0.5,0.5,0,1,1,0,4,0,1,5,0.3
410,95.82919563,100,0.5,0.5,0,1,1,0,4,0,1,6,0.3
411,95.13406157,100,0.5,0.5,0,1,1,0,4,0,1,7,0.3
412,94.43892751,100,0.5,0.5,0,1,1,0,4,0,1,8,0.3
413,93.74379345,100,0.5,0.5,0,1,1,0,4,0,1,9,0.3
414,93.04865938,100,0.5,0.5,0,1,1,0,4,0,1,10,0.3
415,92.35352532,100,0.5,0.5,0,1,1,0,4,0,1,11,0.3
416,91.65839126,100,0.5,0.5,0,1,1,0,4,0,1,12,0.3
417,90.9632572,100,0.5,0.5,0,1,1,0,4,0,1,13,0.3
418,90.26812314,100,0.5,0.5,0,1,1,0,4,0,1,14,0.3
419,89.57298908,100,0.5,0.5,0,1,1,0,4,0,1,15,0.3
420,88.87785501,100,0.5,0.5,0,1,1,0,4,0,1,16,0.3
421,88.18272095,100,0.5,0.5,0,1,1,0,4,0,1,17,0.3
422,87.48758689,100,0.5,0.5,0,1,1,0,4,0,1,18,0.3
423,86.79245283,100,0.5,0.5,0,1,1,0,4,0,1,19,0.3
424,86.09731877,100,0.5,0.5,0,1,1,0,4,0,1,20,0.3
425,85.40218471,100,0.5,0.5,0,1,1,0,4,0,1,21,0.3
426,84.70705065,100,0.5,0.5,0,1,1,0,4,0,1,22,0.3
427,84.01191658,100,0.5,0.5,0,1,1,0,4,0,1,23,0.3
428,83.31678252,100,0.5,0.5,0,1,1,0,4,0,1,24,0.3
429,82.62164846,100,0.5,0.5,0,1,1,0,4,0,1,25,0.3
430,81.9265144,100,0.5,0.5,0,1,1,0,4,0,1,26,0.3
431,81.23138034,100,0.5,0.5,0,1,1,0,4,0,1,27,0.3
432,80.53624628,100,0.5,0.5,0,1,1,0,4,0,1,28,0.3
433,79.84111221,100,0.5,0.5,0,1,1,0,4,0,1,29,0.3
434,79.14597815,100,0.5,0.5,0,1,1,0,4,0,1,30,0.3
435,78.45084409,100,0.5,0.5,0,1,1,0,4,0,1,31,0.3
436,77.75571003,100,0.5,0.5,0,1,1,0,4,0,1,32,0.3
437,77.06057597,100,0.5,0.5,0,1,1,0,4,0,1,33,0.3
438,76.36544191,100,0.5,0.5,0,1,1,0,4,0,1,34,0.3
439,75.67030785,100,0.5,0.5,0,1,1,0,4,0,1,35,0.3
440,74.97517378,100,0.5,0.5,0,1,1,0,4,0,1,36,0.3
441,74.28003972,100,0.5,0.5,0,1,1,0,4,0,1,37,0.3
442,73.58490566,100,0.5,0.5,0,1,1,0,4,0,1,38,0.3
443,72.8897716,100,0.5,0.5,0,1,1,0,4,0,1,39,0.3
444,72.19463754,100,0.5,0.5,0,1,1,0,4,0,1,40,0.3
445,71.49950348,100,0.5,0.5,0,1,1,0,4,0,1,41,0.3
446,70.80436941,100,0.5,0.5,0,1,1,0,4,0,1,42,0.3
447,70.10923535,100,0.5,0.5,0,1,1,0,4,0,1,43,0.3
448,69.41410129,100,0.5,0.5,0,1,1,0,4,0,1,44,0.3
449,68.71896723,100,0.5,0.5,0,1,1,0,4,0,1,45,0.3
450,68.02383317,100,0.5,0.5,0,1,1,0,4,0,1,46,0.3
451,67.32869911,100,0.5,0.5,0,1,1,0,4,0,1,47,0.3
452,66.63356504,100,0.5,0.5,0,1,1,0,4,0,1,48,0.3
453,65.93843098,100,0.5,0.5,0,1,1,0,4,0,1,49,0.3
454,65.24329692,100,0.5,0.5,0,1,1,0,4,0,1,50,0.3
455,64.54816286,100,0.5,0.5,0,1,1,0,4,0,1,51,0.3
456,63.8530288,100,0.5,0.5,0,1,1,0,4,0,1,52,0.3
457,63.15789474,100,0.5,0.5,0,1,1,0,4,0,1,53,0.3
458,62.46276068,100,0.5,0.5,0,1,1,0,4,0,1,54,0.3
459,61.76762661,100,0.5,0.5,0,1,1,0,4,0,1,55,0.3
460,61.07249255,100,0.5,0.5,0,1,1,0,4,0,1,56,0.3
461,60.37735849,100,0.5,0.5,0,1,1,0,4,0,1,57,0.3
462,59.68222443,100,0.5,0.5,0,1,1,0,4,0,1,58,0.3
463,58.98709037,100,0.5,0.5,0,1,1,0,4,0,1,59,0.3
464,58.29195631,100,0.5,0.5,0,1,1,0,4,0,1,60,0.3
465,57.59682224,100,0.5,0.5,0,1,1,0,4,0,1,61,0.3
466,56.90168818,100,0.5,0.5,0,1,1,0,4,0,1,62,0.3
467,56.20655412,100,0.5,0.5,0,1,1,0,4,0,1,63,0.3
468,55.51142006,100,0.5,0.5,0,1,1,0,4,0,1,64,0.3
469,54.816286,100,0.5,0.5,0,1,1,0,4,0,1,65,0.3
470,54.12115194,100,0.5,0.5,0,1,1,0,4,0,1,66,0.3
471,53.42601787,100,0.5,0.5,0,1,1,0,4,0,1,67,0.3
472,52.73088381,100,0.5,0.5,0,1,1,0,4,0,1,68,0.3
473,52.03574975,100,0.5,0.5,0,1,1,0,4,0,1,69,0.3
474,51.34061569,100,0.5,0.5,0,1,1,0,4,0,1,70,0.3
475,50.64548163,100,0.5,0.5,0,1,1,0,4,0,1,71,0.3
476,49.95034757,100,0.5,0.5,0,1,1,0,4,0,1,72,0.3
477,49.25521351,100,0.5,0.5,0,1,1,0,4,0,1,73,0.3
478,48.56007944,100,0.5,0.5,0,1,1,0,4,0,1,74,0.3
479,47.86494538,100,0.5,0.5,0,1,1,0,4,0,1,75,0.3
480,47.16981132,100,0.5,0.5,0,1,1,0,4,0,1,76,0.3
481,46.47467726,100,0.5,0.5,0,1,1,0,4,0,1,77,0.3
482,45.7795432,100,0.5,0.5,0,1,1,0,4,0,1,78,0.3
483,45.08440914,100,0.5,0.5,0,1,1,0,4,0,1,79,0.3
484,44.38927507,100,0.5,0.5,0,1,1,0,4,0,1,80,0.3
485,43.69414101,100,0.5,0.5,0,1,1,0,4,0,1,81,0.3
486,42.99900695,100,0.5,0.5,0,1,1,0,4,0,1,82,0.3
487,42.30387289,100,0.5,0.5,0,1,1,0,4,0,1,83,0.3
488,41.60873883,100,0.5,0.5,0,1,1,0,4,0,1,84,0.3
489,40.91360477,100,0.5,0.5,0,1,1,0,4,0,1,85,0.3
490,40.21847071,100,0.5,0.5,0,1,1,0,4,0,1,86,0.3
491,39.52333664,100,0.5,0.5,0,1,1,0,4,0,1,87,0.3
492,38.82820258,100,0.5,0.5,0,1,1,0,4,0,1,88,0.3
493,38.13306852,100,0.5,0.5,0,1,1,0,4,0,1,89,0.3
494,37.43793446,100,0.5,0.5,0,1,1,0,4,0,1,90,0.3
495,36.7428004,100,0.5,0.5,0,1,1,0,4,0,1,91,0.3
496,36.04766634,100,0.5,0.5,0,1,1,0,4,0,1,92,0.3
497,35.35253227,100,0.5,0.5,0,1,1,0,4,0,1,93,0.3
498,34.65739821,100,0.5,0.5,0,1,1,0,4,0,1,94,0.3
499,33.96226415,100,0.5,0.5,0,1,1,0,4,0,1,95,0.3
500,33.26713009,100,0.5,0.5,0,1,1,0,4,0,1,96,0.3
501,32.57199603,100,0.5,0.5,0,1,1,0,4,0,1,97,0.3
502,31.87686197,100,0.5,0.5,0,1,1,0,4,0,1,98,0.3
503,31.1817279,100,0.5,0.5,0,1,1,0,4,0,1,99,0.3
504,30.48659384,100,0.5,0.5,0,1,1,0,4,0,1,100,0.3
