,balance_of_Token_A,balance_of_Token_B,weight_of_token_A,weight_of_token_B,swap_fee,amount_token_B,price_of_token_B,simulation,subset,run,substep,timestep,par_profile_actors
492,-72.54901961,100,0.5,0.5,0,1,1,0,4,0,1,88,2
493,-74.50980392,100,0.5,0.5,0,1,1,0,4,0,1,89,2
494,-76.47058824,100,0.5,0.5,0,1,1,0,4,0,1,90,2
495,-78.43137255,100,0.5,0.5,0,1,1,0,4,0,1,91,2
496,-80.39215686,100,0.5,0.5,0,1,1,0,4,0,1,92,2
497,-82.35294118,100,0.5,0.5,0,1,1,0,4,0,1,93,2
498,-84.31372549,100,0.5,0.5,0,1,1,0,4,0,1,94,2
499,-86.2745098,100,0.5,0.5,0,1,1,0,4,0,1,95,2
500,-88.23529412,100,0.5,0.5,0,1,1,0,4,0,1,96,2
501,-90.19607843,100,0.5,0.5,0,1,1,0,4,0,1,97,2
502,-92.15686275,100,0.5,0.5,0,1,1,0,4,0,1,98,2
503,-94.11764706,100,0.5,0.5,0,1,1,0,4,0,1,99,2
504,-96.07843137,100,0.5,0.5,0,1,1,0,4,0,1,100,2
