,balance_of_Token_A,balance_of_Token_B,weight_of_token_A,weight_of_token_B,swap_fee,amount_token_B,price_of_token_B,simulation,subset,run,substep,timestep,par_weight_token_A
436,83.95899735,132,0.5,0.5,0,1,1,0,4,0,1,32,0.99
437,83.45771602,133,0.5,0.5,0,1,1,0,4,0,1,33,0.99
438,82.95643469,134,0.5,0.5,0,1,1,0,4,0,1,34,0.99
439,82.45515335,135,0.5,0.5,0,1,1,0,4,0,1,35,0.99
440,81.95387202,136,0.5,0.5,0,1,1,0,4,0,1,36,0.99
441,81.45259069,137,0.5,0.5,0,1,1,0,4,0,1,37,0.99
442,80.95130935,138,0.5,0.5,0,1,1,0,4,0,1,38,0.99
443,80.45002802,139,0.5,0.5,0,1,1,0,4,0,1,39,0.99
444,79.94874669,140,0.5,0.5,0,1,1,0,4,0,1,40,0.99
445,79.44746536,141,0.5,0.5,0,1,1,0,4,0,1,41,0.99
446,78.94618402,142,0.5,0.5,0,1,1,0,4,0,1,42,0.99
447,78.44490269,143,0.5,0.5,0,1,1,0,4,0,1,43,0.99
448,77.94362136,144,0.5,0.5,0,1,1,0,4,0,1,44,0.99
449,77.44234003,145,0.5,0.5,0,1,1,0,4,0,1,45,0.99
450,76.94105869,146,0.5,0.5,0,1,1,0,4,0,1,46,0.99
451,76.43977736,147,0.5,0.5,0,1,1,0,4,0,1,47,0.99
452,75.93849603,148,0.5,0.5,0,1,1,0,4,0,1,48,0.99
453,75.43721469,149,0.5,0.5,0,1,1,0,4,0,1,49,0.99
454,74.93593336,150,0.5,0.5,0,1,1,0,4,0,1,50,0.99
455,74.43465203,151,0.5,0.5,0,1,1,0,4,0,1,51,0.99
456,73.9333707,152,0.5,0.5,0,1,1,0,4,0,1,52,0.99
457,73.43208936,153,0.5,0.5,0,1,1,0,4,0,1,53,0.99
458,72.93080803,154,0.5,0.5,0,1,1,0,4,0,1,54,0.99
459,72.4295267,155,0.5,0.5,0,1,1,0,4,0,1,55,0.99
460,71.92824536,156,0.5,0.5,0,1,1,0,4,0,1,56,0.99
461,71.42696403,157,0.5,0.5,0,1,1,0,4,0,1,57,0.99
462,70.9256827,158,0.5,0.5,0,1,1,0,4,0,1,58,0.99
463,70.42440137,159,0.5,0.5,0,1,1,0,4,0,1,59,0.99
464,69.92312003,160,0.5,0.5,0,1,1,0,4,0,1,60,0.99
465,69.4218387,161,0.5,0.5,0,1,1,0,4,0,1,61,0.99
466,68.92055737,162,0.5,0.5,0,1,1,0,4,0,1,62,0.99
467,68.41927604,163,0.5,0.5,0,1,1,0,4,0,1,63,0.99
468,67.9179947,164,0.5,0.5,0,1,1,0,4,0,1,64,0.99
469,67.41671337,165,0.5,0.5,0,1,1,0,4,0,1,65,0.99
470,66.91543204,166,0.5,0.5,0,1,1,0,4,0,1,66,0.99
471,66.4141507,167,0.5,0.5,0,1,1,0,4,0,1,67,0.99
472,65.91286937,168,0.5,0.5,0,1,1,0,4,0,1,68,0.99
473,65.41158804,169,0.5,0.5,0,1,1,0,4,0,1,69,0.99
474,64.91030671,170,0.5,0.5,0,1,1,0,4,0,1,70,0.99
475,64.40902537,171,0.5,0.5,0,1,1,0,4,0,1,71,0.99
476,63.90774404,172,0.5,0.5,0,1,1,0,4,0,1,72,0.99
477,63.40646271,173,0.5,0.5,0,1,1,0,4,0,1,73,0.99
478,62.90518137,174,0.5,0.5,0,1,1,0,4,0,1,74,0.99
479,62.40390004,175,0.5,0.5,0,1,1,0,4,0,1,75,0.99
480,61.90261871,176,0.5,0.5,0,1,1,0,4,0,1,76,0.99
481,61.40133738,177,0.5,0.5,0,1,1,0,4,0,1,77,0.99
482,60.90005604,178,0.5,0.5,0,1,1,0,4,0,1,78,0.99
483,60.39877471,179,0.5,0.5,0,1,1,0,4,0,1,79,0.99
484,59.89749338,180,0.5,0.5,0,1,1,0,4,0,1,80,0.99
485,59.39621205,181,0.5,0.5,0,1,1,0,4,0,1,81,0.99
486,58.89493071,182,0.5,0.5,0,1,1,0,4,0,1,82,0.99
487,58.39364938,183,0.5,0.5,0,1,1,0,4,0,1,83,0.99
488,57.89236805,184,0.5,0.5,0,1,1,0,4,0,1,84,0.99
489,57.39108671,185,0.5,0.5,0,1,1,0,4,0,1,85,0.99
490,56.88980538,186,0.5,0.5,0,1,1,0,4,0,1,86,0.99
491,56.38852405,187,0.5,0.5,0,1,1,0,4,0,1,87,0.99
492,55.88724272,188,0.5,0.5,0,1,1,0,4,0,1,88,0.99
493,55.38596138,189,0.5,0.5,0,1,1,0,4,0,1,89,0.99
494,54.88468005,190,0.5,0.5,0,1,1,0,4,0,1,90,0.99
495,54.38339872,191,0.5,0.5,0,1,1,0,4,0,1,91,0.99
496,53.88211738,192,0.5,0.5,0,1,1,0,4,0,1,92,0.99
497,53.38083605,193,0.5,0.5,0,1,1,0,4,0,1,93,0.99
498,52.87955472,194,0.5,0.5,0,1,1,0,4,0,1,94,0.99
499,52.37827339,195,0.5,0.5,0,1,1,0,4,0,1,95,0.99
500,51.87699205,196,0.5,0.5,0,1,1,0,4,0,1,96,0.99
501,51.37571072,197,0.5,0.5,0,1,1,0,4,0,1,97,0.99
502,50.87442939,198,0.5,0.5,0,1,1,0,4,0,1,98,0.99
503,50.37314806,199,0.5,0.5,0,1,1,0,4,0,1,99,0.99
504,49.87186672,200,0.5,0.5,0,1,1,0,4,0,1,100,0.99
